concept_id	conc_id	conc_name	orthographic	ipa	tokens	language_id	glottocode	collector	comment
itchy:to.be	149	ITCHY	puk	puk	p u k	KokborokDebbarma	debb1238	MR	v
itchy:to.be	149	ITCHY	mwtao	mɯ tao	m ɯ + t ao	KokborokRupini	rupi1234	MR	
itchy:to.be	149	ITCHY	mwtao	mɯ tao	m ɯ + t ao	KokborokRupini	rupi1234	MR	n
itchy:to.be	149	ITCHY	phuk	pʰuk	pʰ u k	KokborokRupini	rupi1234	MR	v
itchy:to.be	149	ITCHY	matok	ma tok	m a + t o k	KokborokTripura	tipp1239	MR	
juice	1499	JUICE	mtoi	m toi	m + t oi	KauBruReang	hala1254	MR	
juice	1499	JUICE	botoi	bo toi	b o + t oi	KokborokTripura	tipp1239	MR	
jump:to	1829	JUMP	barnai	barnai	b a r + n ai	BodoKokrajhar	bodo1269	DG	
jump:to	1829	JUMP	baih	baiʔ	b ai ʔ	KauBruReang	hala1254	MR	
jump:to	1829	JUMP	barsa	bar sa	b a r + s a	KokborokDebbarma	debb1238	MR	
jump:to	1829	JUMP	batsa	bat sa	b a t + s a	KokborokRupini	rupi1234	MR	
jump:to	1829	JUMP	balmani	bal ma ni	b a l + m a + n i	KokborokTripura	tipp1239	MR	
kick..and.propel:to	1135	KICK	lahthe	laʔ tʰe	l a ʔ + tʰ e	KauBruReang	hala1254	MR	
kick..and.propel:to	1135	KICK	lathi	la tʰi	l a + tʰ i	KokborokDebbarma	debb1238	MR	
kick..and.propel:to	1135	KICK	lathi	la tʰi	l a + tʰ i	KokborokRupini	rupi1234	MR	
kick..and.propel:to	1135	KICK	rathi	ra tʰi	r a + tʰ i	KokborokRupini	rupi1234	MR	
kick..and.propel:to	1135	KICK	twela	tɯe la	t ɯe + l a	KokborokTripura	tipp1239	MR	
kill:to	1417	KILL	butʰarnai	butʰarnai	b u + tʰ a r + n ai	BodoKokrajhar	bodo1269	DG	
kill:to	1417	KILL	buthaih	bu tʰaiʔ	b u + tʰ ai ʔ	KauBruReang	hala1254	MR	
kill:to	1417	KILL	buthar	bu tʰar	b u + tʰ a r	KokborokDebbarma	debb1238	MR	
kill:to	1417	KILL	bwthat	bɯ tʰat	b ɯ + tʰ a t	KokborokRupini	rupi1234	MR	
kill:to	1417	KILL	bothal	bo tʰal	b o + tʰ a l	KokborokTripura	tipp1239	MR	
kneel:to	66	KNEEL	yasku pare	ja s ku pa re	j a + s + k u + p a + r e	KauBruReang	hala1254	MR	
kneel:to	66	KNEEL	yasku sung	jas ku suŋ	j a s + k u + s u ŋ	KokborokDebbarma	debb1238	MR	
kneel:to	66	KNEEL	jasku sung	ʧas ku suŋ	ʧ a s + k u + s u ŋ	KokborokRupini	rupi1234	MR	
kneel:to	66	KNEEL	yaisuku awchakma	jai su ku aɯ ʧʰak ma	j ai + s u + k u + aɯ + ʧʰ a k + m a	KokborokTripura	tipp1239	MR	
knife	1352	KNIFE	skʰa	skʰa	s kʰ a	BodoKokrajhar	bodo1269	DG	This consonant cluster is very uncommon
knife	1352	KNIFE	chaku	ʧʰa ku	ʧʰ a + k u	KauBruReang	hala1254	MR	
knife	1352	KNIFE	chaku	ʧʰa ku	ʧʰ a + k u	KokborokDebbarma	debb1238	MR	
knife	1352	KNIFE	chakhu	ʧʰa kʰu	ʧʰ a + kʰ u	KokborokRupini	rupi1234	MR	
knife	1352	KNIFE	dasa	da sa	d a + s a	KokborokTripura	tipp1239	MR	
know..how:to	2238	KNOW HOW	mitsiɯ	mitsiɯ	m i + ts iɯ	BodoKokrajhar	bodo1269	DG	
know..how:to	2238	KNOW HOW	brekhe-si	bre kʰe si	b r e + kʰ e + s i	KauBruReang	hala1254	MR	
know..how:to	2238	KNOW HOW	si	si	s i	KauBruReang	hala1254	MR	
know..how:to	2238	KNOW HOW	bahaikhe si	ba hai kʰe si	b a + h ai + kʰ e + s i	KokborokDebbarma	debb1238	MR	
know..how:to	2238	KNOW HOW	bwkhaibw si	bɯ kʰai bɯ si	b ɯ + kʰ ai + b ɯ + s i	KokborokRupini	rupi1234	MR	
know..how:to	2238	KNOW HOW	makhaibw si	ma kʰai bɯ si	m a + kʰ ai + b ɯ + s i	KokborokRupini	rupi1234	MR	
know..how:to	2238	KNOW HOW	siyw	si jɯ	s i + j ɯ	KokborokRupini	rupi1234	MR	
know..how:to	2238	KNOW HOW	siyo	si jo	s i + j o	KokborokTripura	tipp1239	MR	
know..how:to	2238	KNOW HOW	siyo baikhayoi	si jo bai kʰa joi	s i + j o + b ai + kʰ a + j oi	KokborokTripura	tipp1239	MR	
know..something:to	1410	KNOW (SOMETHING)	manui sning	ma nui s niŋ	m a + n ui + s + n i ŋ	KauBruReang	hala1254	MR	
know..something:to	1410	KNOW (SOMETHING)	sinijak manoi	si ni ʧak ma noi	s i + n i + ʧ a k + m a + n oi	KokborokTripura	tipp1239	MR	
lake	624	LAKE	ban	ban	b a n	KauBruReang	hala1254	MR	
lake	624	LAKE	twikhar	tɯi kʰar	t ɯi + kʰ a r	KokborokTripura	tipp1239	MR	
land..area	626	LAND	hakung	ha kuŋ	h a + k u ŋ	KokborokDebbarma	debb1238	MR	
land..area	626	LAND	hakhung	ha kʰuŋ	h a + kʰ u ŋ	KokborokRupini	rupi1234	MR	
land..area	626	LAND	ha jaga	ha ʧa ga	h a + ʧ a + g a	KokborokTripura	tipp1239	MR	
language	1307	LANGUAGE	kau	kau	k au	KauBruReang	hala1254	MR	
language	1307	LANGUAGE	kok	kok	k o k	KokborokDebbarma	debb1238	MR	
language	1307	LANGUAGE	kao	kao	k ao	KokborokRupini	rupi1234	MR	
language	1307	LANGUAGE	kok	kok	k o k	KokborokTripura	tipp1239	MR	
laugh:to	1355	LAUGH	mininai	mininai	m i + n i + n ai	BodoKokrajhar	bodo1269	DG	
laugh:to	1355	LAUGH	mnui	m nui	m + n ui	KauBruReang	hala1254	MR	
laugh:to	1355	LAUGH	munui	mu nui	m u + n ui	KokborokDebbarma	debb1238	MR	
laugh:to	1355	LAUGH	mwnwi	mɯnɯi	m ɯ n ɯi	KokborokDebbarma	debb1238	MR	
laugh:to	1355	LAUGH	mwnwi	mɯ nɯi	m ɯ + n ɯi	KokborokRupini	rupi1234	MR	
laugh:to	1355	LAUGH	munoi	mu noi	m u + n oi	KokborokTripura	tipp1239	MR	
leaf..general	628	LEAF	bilai	bilai	b i + l ai	BodoKokrajhar	bodo1269	DG	
leaf..general	628	LEAF	blai	b lai	b + l ai	KauBruReang	hala1254	MR	
leaf..general	628	LEAF	blai	b lai	b + l ai	KokborokDebbarma	debb1238	MR	
leaf..general	628	LEAF	bwlai	bɯ lai	b ɯ + l ai	KokborokDebbarma	debb1238	MR	
leaf..general	628	LEAF	brai	b rai	b + r ai	KokborokRupini	rupi1234	MR	
leaf..general	628	LEAF	bwlai	bɯ lai	b ɯ + l ai	KokborokRupini	rupi1234	MR	
leaf..general	628	LEAF	bwrai	bɯ rai	b ɯ + r ai	KokborokRupini	rupi1234	MR	
leaf..general	628	LEAF	balai	ba lai	b a + l ai	KokborokTripura	tipp1239	MR	
lean..not.fat:to.be	1400	THIN (SLIM)	keram	ke ram	k e + r a m	KauBruReang	hala1254	MR	
lean..not.fat:to.be	1400	THIN (SLIM)	keram	ke ram	k e + r a m	KokborokDebbarma	debb1238	MR	
lean..not.fat:to.be	1400	THIN (SLIM)	kwram	kɯ ram	k ɯ + r a m	KokborokRupini	rupi1234	MR	
lean..not.fat:to.be	1400	THIN (SLIM)	bafam sara	ba fam sa ra	b a + f a m + s a + r a	KokborokTripura	tipp1239	MR	
learn:to	504	LEARN	sələŋnai	sələŋnai	s ə + l ə ŋ + n ai	BodoKokrajhar	bodo1269	DG	
learn:to	504	LEARN	snun	s nun	s + n u n	KauBruReang	hala1254	MR	
learn:to	504	LEARN	surung	su ruŋ	s u + r u ŋ	KokborokDebbarma	debb1238	MR	
learn:to	504	LEARN	swrwng	sɯ rɯŋ	s ɯ + r ɯ ŋ	KokborokDebbarma	debb1238	MR	
learn:to	504	LEARN	swrwng	sɯ rɯŋ	s ɯ + r ɯ ŋ	KokborokRupini	rupi1234	MR	
learn:to	504	LEARN	surung	su ruŋ	s u + r u ŋ	KokborokTripura	tipp1239	MR	
leech:terrestrial	2273	LEECH	bedlau	bedlau	b e d + l au	BodoKokrajhar	bodo1269	DG	leech-water
leech:terrestrial	2273	LEECH	leuar	leuar	l eu + a r	BodoKokrajhar	bodo1269	DG	
leech:terrestrial	2273	LEECH	ruaih	ruaiʔ	r ua i ʔ	KauBruReang	hala1254	MR	
leech:terrestrial	2273	LEECH	sluh	s luʔ	s + l u ʔ	KauBruReang	hala1254	MR	
leech:terrestrial	2273	LEECH	rua	rua	r ua	KokborokDebbarma	debb1238	MR	
leech:terrestrial	2273	LEECH	siluk	si luk	s i + l u k	KokborokDebbarma	debb1238	MR	
leech:terrestrial	2273	LEECH	ruat	ruat	r ua t	KokborokRupini	rupi1234	MR	
leech:terrestrial	2273	LEECH	seru	se ru	s e + r u	KokborokRupini	rupi1234	MR	
leech:terrestrial	2273	LEECH	rowaa	ro waa	r o + w aa	KokborokTripura	tipp1239	MR	
left.side	244	LEFT	akʰi	akʰi	a + kʰ i	BodoKokrajhar	bodo1269	DG	
left.side	244	LEFT	debra	deb ra	d e b + r a	KauBruReang	hala1254	MR	
left.side	244	LEFT	debra	de b ra	d e + b + r a	KokborokDebbarma	debb1238	MR	
left.side	244	LEFT	debwra	de bɯ ra	d e + b ɯ + r a	KokborokDebbarma	debb1238	MR	
left.side	244	LEFT	debra	de b ra	d e + b + r a	KokborokRupini	rupi1234	MR	
left.side	244	LEFT	debwra	de bɯ ra	d e + b ɯ + r a	KokborokRupini	rupi1234	MR	
left.side	244	LEFT	debra awta	de bra aɯ ta	d e + b r a + aɯ + t a	KokborokTripura	tipp1239	MR	
leg.:calf	498	CALF OF LEG	apatʰala	apatʰala	a + p a + tʰ a + l a	BodoKokrajhar	bodo1269	DG	
leg.:calf	498	CALF OF LEG	yaphatwk	ja pʰa tɯk	j a + pʰ a + t ɯ k	KauBruReang	hala1254	MR	
leg.:calf	498	CALF OF LEG	yaphatuk	ja pʰa tuk	j a + pʰ a + t u k	KokborokDebbarma	debb1238	MR	
leg.:calf	498	CALF OF LEG	yaphatwk	ja pʰa tɯk	j a + pʰ a + t ɯ k	KokborokDebbarma	debb1238	MR	
leg.:calf	498	CALF OF LEG	japhatwk	ʧa pʰa tɯk	ʧ a + pʰ a + t ɯ k	KokborokRupini	rupi1234	MR	
leg.:calf	498	CALF OF LEG	yaptwi	jap tɯi	j a p + t ɯi	KokborokTripura	tipp1239	MR	
leg.:foot	1301	FOOT	atsiŋ	atsiŋ	a + ts i ŋ	BodoKokrajhar	bodo1269	DG	
leg.:foot	1301	FOOT	yapha	ja pʰa	j a + pʰ a	KauBruReang	hala1254	MR	
leg.:foot	1301	FOOT	yakong-yasi	ja koŋ ja si	j a + k o ŋ + j a + s i	KokborokDebbarma	debb1238	MR	
leg.:foot	1301	FOOT	jakong-jasi	ʧa koŋ ʧa si	ʧ a + k o ŋ + ʧ a + s i	KokborokRupini	rupi1234	MR	
leg.:foot	1301	FOOT	yakong yathoi	ja koŋ ja tʰoi	j a + k o ŋ + j a + tʰ oi	KokborokTripura	tipp1239	MR	
leg.:knee	1371	KNEE	yasku	jas ku	j a s + k u	KauBruReang	hala1254	MR	
leg.:knee	1371	KNEE	yasku	ja s ku	j a + s + k u	KokborokDebbarma	debb1238	MR	
leg.:knee	1371	KNEE	swkwi	sɯ kɯi	s ɯ + k ɯi	KokborokDebbarma	debb1238	MR	
leg.:knee	1371	KNEE	jasku	ʧa s ku	ʧ a + s + k u	KokborokRupini	rupi1234	MR	
leg.:knee	1371	KNEE	yaisuku bathal	jai su ku ba tʰal	j ai + s u + k u + b a + tʰ a l	KokborokTripura	tipp1239	MR	
leg.:shin	186	SHIN	yakung bthoit	ja kuŋ b tʰoit	j a + k u ŋ + b + tʰ oi t	KauBruReang	hala1254	MR	
leg.:shin	186	SHIN	yasku	ja s ku	j a + s + k u	KauBruReang	hala1254	MR	
leg.:shin	186	SHIN	yathoi	ja tʰoi	j a + tʰ oi	KokborokTripura	tipp1239	MR	
leg.:thigh	800	THIGH	yaphong	ja pʰoŋ	j a + pʰ o ŋ	KauBruReang	hala1254	MR	
leg.:thigh	800	THIGH	yaphong	ja pʰoŋ	j a + pʰ o ŋ	KokborokDebbarma	debb1238	MR	
leg.:thigh	800	THIGH	japhong	ʧa pʰoŋ	ʧ a + pʰ o ŋ	KokborokRupini	rupi1234	MR	
leg.:thigh	800	THIGH	yaphong	ja pʰoŋ	j a + pʰ o ŋ	KokborokTripura	tipp1239	MR	
leg.:thigh	800	THIGH	karam	ka ram	k a + r a m	KokborokTripura	tipp1239	MR	
lick:to	319	LICK	ksih	k siʔ	k + s i ʔ	KauBruReang	hala1254	MR	
lick:to	319	LICK	slak	s lak	s + l a k	KokborokDebbarma	debb1238	MR	
lick:to	319	LICK	sulak	su lak	s u + l a k	KokborokDebbarma	debb1238	MR	
lick:to	319	LICK	swlak	sɯ lak	s ɯ + l a k	KokborokDebbarma	debb1238	MR	
lick:to	319	LICK	srak	s rak	s + r a k	KokborokRupini	rupi1234	MR	
lick:to	319	LICK	swrak	sɯ rak	s ɯ + r a k	KokborokRupini	rupi1234	MR	
lick:to	319	LICK	swlak	sɯ lak	s ɯ + l a k	KokborokTripura	tipp1239	MR	
lie..decieve:to	601	LIE (MISLEAD)	kaufi	kau fi	k au + f i	KauBruReang	hala1254	MR	
lie..decieve:to	601	LIE (MISLEAD)	misha	mi ʃa	m i + ʃ a	KokborokTripura	tipp1239	MR	
lie..decieve:to	601	LIE (MISLEAD)	tatal	ta tal	t a + t a l	KokborokTripura	tipp1239	MR	
life..lifetime	210	LIFE	jiu	jiu	j iu	BodoKokrajhar	bodo1269	DG	The Assamese word is also the same…So it might be a borrowing জীৱ; জীউ
life..lifetime	210	LIFE	rangma	raŋ ma	r a ŋ + m a	KauBruReang	hala1254	MR	
life..lifetime	210	LIFE	langma	laŋ ma	l a ŋ + m a	KokborokDebbarma	debb1238	MR	
life..lifetime	210	LIFE	langma	laŋ ma	l a ŋ + m a	KokborokRupini	rupi1234	MR	
life..lifetime	210	LIFE	rangma	raŋ ma	r a ŋ + m a	KokborokRupini	rupi1234	MR	
life..lifetime	210	LIFE	langma	laŋ ma	l a ŋ + m a	KokborokTripura	tipp1239	MR	
lift:to	501	LIFT	toisa	toi sa	t oi + s a	KauBruReang	hala1254	MR	
lift:to	501	LIFT	balsa	bal sa	b a l + s a	KokborokTripura	tipp1239	MR	
lightning..in.sky	1654	LIGHTNING	okʰam upʰlamnai	okʰam upʰlamnai	o + kʰ a + m u + pʰ l a m + n ai	BodoKokrajhar	bodo1269	DG	
lightning..in.sky	1654	LIGHTNING	phrik	pʰrik	pʰ r i k	KauBruReang	hala1254	MR	
lightning..in.sky	1654	LIGHTNING	phlik	pʰ lik	pʰ + l i k	KokborokDebbarma	debb1238	MR	
lightning..in.sky	1654	LIGHTNING	philik	pʰi lik	pʰ i + l i k	KokborokDebbarma	debb1238	MR	
lightning..in.sky	1654	LIGHTNING	phrik	pʰ rik	pʰ + r i k	KokborokRupini	rupi1234	MR	
lightning..in.sky	1654	LIGHTNING	philik	pʰi li k	pʰ i + l i + k	KokborokRupini	rupi1234	MR	
lightning..in.sky	1654	LIGHTNING	phirik	pʰi ri k	pʰ i + r i + k	KokborokRupini	rupi1234	MR	
lightning..in.sky	1654	LIGHTNING	makor kakmung	ma kor kak muŋ	m a + k o r + k a k + m u ŋ	KokborokTripura	tipp1239	MR	
lightweight:to.be	1052	LIGHT (WEIGHT)	redzeŋ	redzeŋ	r e + dz e ŋ	BodoKokrajhar	bodo1269	DG	
lightweight:to.be	1052	LIGHT (WEIGHT)	hling	hliŋ	h l i ŋ	KauBruReang	hala1254	MR	
lightweight:to.be	1052	LIGHT (WEIGHT)	heleng	he leŋ	h e + l e ŋ	KokborokDebbarma	debb1238	MR	
lightweight:to.be	1052	LIGHT (WEIGHT)	hereng	he reŋ	h e + r e ŋ	KokborokRupini	rupi1234	MR	
lightweight:to.be	1052	LIGHT (WEIGHT)	hling	hliŋ	h l i ŋ	KokborokTripura	tipp1239	MR	
lime..betelnut	2540	LIME (MATERIAL)	phatwi	pʰa tɯi	pʰ a + t ɯi	KauBruReang	hala1254	MR	
lime..betelnut	2540	LIME (MATERIAL)	chwndwi	ʧʰɯn dɯi	ʧʰ ɯ n + d ɯi	KauBruReang	hala1254	MR	
lime..betelnut	2540	LIME (MATERIAL)	phatui	pʰa tui	pʰ a + t ui	KokborokDebbarma	debb1238	MR	
lime..betelnut	2540	LIME (MATERIAL)	chundui	ʧʰun dui	ʧʰ u n + d ui	KokborokDebbarma	debb1238	MR	
lime..betelnut	2540	LIME (MATERIAL)	phathwi	pʰa tʰɯi	pʰ a + tʰ ɯi	KokborokRupini	rupi1234	MR	
lime..betelnut	2540	LIME (MATERIAL)	chwndwi	ʧʰɯn dɯi	ʧʰ ɯ n + d ɯi	KokborokRupini	rupi1234	MR	
lime..betelnut	2540	LIME (MATERIAL)	chondoi	ʧʰon doi	ʧʰ o n + d oi	KokborokTripura	tipp1239	MR	lime
lip..of.mouth	478	LIP	khuchi	kʰu ʧʰi	kʰ u + ʧʰ i	KauBruReang	hala1254	MR	
lip..of.mouth	478	LIP	khukchoi	kʰuk ʧʰoi	kʰ u k + ʧʰ oi	KokborokDebbarma	debb1238	MR	
lip..of.mouth	478	LIP	khukchui	kʰuk ʧʰui	kʰ u k + ʧʰ ui	KokborokDebbarma	debb1238	MR	
lip..of.mouth	478	LIP	khuchwi	kʰu ʧʰɯi	kʰ u + ʧʰ ɯi	KokborokRupini	rupi1234	MR	
lip..of.mouth	478	LIP	khukchoi	kʰuk ʧʰoi	kʰ u k + ʧʰ oi	KokborokTripura	tipp1239	MR	
liver	1224	LIVER	bikʰaʔ	bikʰaʔ	b i + kʰ a ʔ	BodoKokrajhar	bodo1269	DG	
liver	1224	LIVER	mkha	m kʰa	m + kʰ a	KauBruReang	hala1254	MR	
liver	1224	LIVER	bukhathai	bu kʰa tʰai	b u + kʰ a + tʰ ai	KokborokDebbarma	debb1238	MR	
liver	1224	LIVER	bwkhathai	bɯ kʰa tʰai	b ɯ + kʰ a + tʰ ai	KokborokRupini	rupi1234	MR	
liver	1224	LIVER	bakha	ba kʰa	b a + kʰ a	KokborokTripura	tipp1239	MR	
lizard:monitor	3017	MONITOR LIZARD	mphu	m pʰu	m + pʰ u	KauBruReang	hala1254	MR	
lizard:monitor	3017	MONITOR LIZARD	toke	to ke	t o + k e	KokborokDebbarma	debb1238	MR	
lizard:monitor	3017	MONITOR LIZARD	tokke	tok ke	t o k + k e	KokborokRupini	rupi1234	MR	
lizard:monitor	3017	MONITOR LIZARD	mephuk	me pʰuk	m e + pʰ u k	KokborokTripura	tipp1239	MR	monitor
lizard.:chameleon	–	–	thentrukkprat	tʰen truk k pra t	tʰ e n + t r u k + k + p r a + t	KauBruReang	hala1254	MR	
lizard.:chameleon	–	–	swkathwichwla	sɯ ka tʰɯi ʧʰɯ la	s ɯ + k a + tʰ ɯi + ʧʰ ɯ + l a	KokborokDebbarma	debb1238	MR	
lizard.:chameleon	–	–	swkalthwinwngnai	sɯ kal tʰɯi nɯŋ nai	s ɯ + k a l + tʰ ɯi + n ɯ ŋ + n ai	KokborokDebbarma	debb1238	MR	
lizard.:chameleon	–	–	thenthroikwprat	tʰen tʰ roi kɯ prat	tʰ e n + tʰ + r oi + k ɯ + p r a t	KokborokRupini	rupi1234	MR	
lizard.:chameleon	–	–	swkathwichwla	sɯ ka tʰɯi ʧʰɯ la	s ɯ + k a + tʰ ɯi + ʧʰ ɯ + l a	KokborokTripura	tipp1239	MR	
lizard..general	632	LIZARD	nouhbarama	nouh ba ra ma	n ou ʔ + b a + r a + m a	KauBruReang	hala1254	MR	
lizard..general	632	LIZARD	nobbraisa	nob brai sa	n o b + b r ai + s a	KokborokDebbarma	debb1238	MR	
lizard..general	632	LIZARD	nokbwraima	nok bɯ rai ma	n o k + b ɯ + r ai + m a	KokborokRupini	rupi1234	MR	
lizard..general	632	LIZARD	nagberengma	nag be reŋ ma	n a g + b e + r e ŋ + m a	KokborokTripura	tipp1239	MR	
lizard..general	632	LIZARD	nomwrung	no mɯ ruŋ	n o + m ɯ + r u ŋ	KokborokTripura	tipp1239	MR	lizard
long:to.be	1203	LONG	klau	k lau	k + l au	KauBruReang	hala1254	MR	
long:to.be	1203	LONG	kolok	ko lok	k o + l o k	KokborokDebbarma	debb1238	MR	
long:to.be	1203	LONG	kwlao	kɯ lao	k ɯ + l ao	KokborokRupini	rupi1234	MR	
long:to.be	1203	LONG	kalag	ka lag	k a + l a g	KokborokTripura	tipp1239	MR	
look.at:to	1819	LOOK	nuduŋ	nuduŋ	n u + d u ŋ	BodoKokrajhar	bodo1269	DG	
look.at:to	1819	LOOK	nai	nai	n ai	KauBruReang	hala1254	MR	
look.at:to	1819	LOOK	naidi	nai di	n ai + d i	KokborokDebbarma	debb1238	MR	
look.at:to	1819	LOOK	naidi	nai di	n ai + d i	KokborokRupini	rupi1234	MR	
look.at:to	1819	LOOK	nai	nai	n ai	KokborokTripura	tipp1239	MR	
loom	1787	LOOM	tauh	tauʔ	t au ʔ	KauBruReang	hala1254	MR	
loom	1787	LOOM	thanti	tʰan ti	tʰ a n + t i	KokborokDebbarma	debb1238	MR	
loom	1787	LOOM	thanthi	tʰan tʰi	tʰ a n + tʰ i	KokborokRupini	rupi1234	MR	
loom	1787	LOOM	khudung	kʰu duŋ	kʰ u + d u ŋ	KokborokTripura	tipp1239	MR	
loose:to.be	2506	LOOSE	slung-slai	s luŋ s lai	s + l u ŋ + s + l ai	KauBruReang	hala1254	MR	
loose:to.be	2506	LOOSE	holang-holang	ho laŋ ho laŋ	h o + l a ŋ + h o + l a ŋ	KokborokDebbarma	debb1238	MR	
loose:to.be	2506	LOOSE	luthur	lu tʰur	l u + tʰ u r	KokborokRupini	rupi1234	MR	
loose:to.be	2506	LOOSE	salang salang	sa laŋ sa laŋ	s a + l a ŋ + s a + l a ŋ	KokborokTripura	tipp1239	MR	
lose..something:to	1660	LOSE	mangna	maŋ na	m a ŋ + n a	KauBruReang	hala1254	MR	
lose..something:to	1660	LOSE	kuma	ku ma	k u + m a	KokborokDebbarma	debb1238	MR	
lose..something:to	1660	LOSE	kwma	kɯ ma	k ɯ + m a	KokborokRupini	rupi1234	MR	
lose..something:to	1660	LOSE	kama	ka ma	k a + m a	KokborokTripura	tipp1239	MR	
louse	1392	LOUSE	tʰima	tʰima	tʰ i + m a	BodoKokrajhar	bodo1269	DG	
louse	1392	LOUSE	tthih	t tʰiʔ	t + tʰ i ʔ	KauBruReang	hala1254	MR	
louse	1392	LOUSE	thuk	tʰuk	tʰ u k	KokborokDebbarma	debb1238	MR	
louse	1392	LOUSE	thwk	tʰɯk	tʰ ɯ k	KokborokDebbarma	debb1238	MR	
louse	1392	LOUSE	thwk	tʰɯk	tʰ ɯ k	KokborokRupini	rupi1234	MR	
louse	1392	LOUSE	lthwk	l tʰɯk	l + tʰ ɯ k	KokborokTripura	tipp1239	MR	
love:to	923	LOVE	hamyag	ham jag	h a m + j a g	KauBruReang	hala1254	MR	
love:to	923	LOVE	hamjak	ham ʧak	h a m + ʧ a k	KokborokDebbarma	debb1238	MR	
love:to	923	LOVE	hamchak	ham ʧʰak	h a m + ʧʰ a k	KokborokRupini	rupi1234	MR	
love:to	923	LOVE	hamjak	ham ʧak	h a m + ʧ a k	KokborokTripura	tipp1239	MR	
maize..corn	506	MAIZE	mokonda	mo kon da	m o + k o n + d a	KauBruReang	hala1254	MR	
maize..corn	506	MAIZE	mogodam	mo go dam	m o + g o + d a m	KokborokDebbarma	debb1238	MR	
maize..corn	506	MAIZE	mogdan	mog dan	m o g + d a n	KokborokRupini	rupi1234	MR	
maize..corn	506	MAIZE	mokgwdan	mok gɯ dan	m o k + g ɯ + d a n	KokborokRupini	rupi1234	MR	
maize..corn	506	MAIZE	mwkam	mɯ kam	m ɯ + k a m	KokborokTripura	tipp1239	MR	
man..male.person	1554	MAN	kkla	k kla	k + k l a	KauBruReang	hala1254	MR	
man..male.person	1554	MAN	chula	ʧʰu la	ʧʰ u + l a	KokborokDebbarma	debb1238	MR	
man..male.person	1554	MAN	chwla	ʧʰɯ la	ʧʰ ɯ + l a	KokborokDebbarma	debb1238	MR	
man..male.person	1554	MAN	chwla	ʧʰɯ la	ʧʰ ɯ + l a	KokborokRupini	rupi1234	MR	
man..male.person	1554	MAN	borok	bo rok	b o + r o k	KokborokTripura	tipp1239	MR	
mango	2398	MANGO	thaichu	tʰai ʧʰu	tʰ ai + ʧʰ u	KauBruReang	hala1254	MR	
mango	2398	MANGO	thaichuk	tʰai ʧʰuk	tʰ ai + ʧʰ u k	KokborokDebbarma	debb1238	MR	
mango	2398	MANGO	thaikuchu	tʰaiku ʧʰu	tʰ ai k u + ʧʰ u	KokborokRupini	rupi1234	MR	
mango	2398	MANGO	thaichuk	tʰai ʧʰuk	tʰ ai + ʧʰ u k	KokborokTripura	tipp1239	MR	
many:to.be	1198	MANY	ɡubaŋ	ɡubaŋ	ɡ u + b a ŋ	BodoKokrajhar	bodo1269	DG	
many:to.be	1198	MANY	gbang	g baŋ	g + b a ŋ	KauBruReang	hala1254	MR	
many:to.be	1198	MANY	kubang	ku baŋ	k u + b a ŋ	KokborokDebbarma	debb1238	MR	
many:to.be	1198	MANY	kwbang	kɯ baŋ	k ɯ + b a ŋ	KokborokDebbarma	debb1238	MR	
many:to.be	1198	MANY	kwbang	kɯ baŋ	k ɯ + b a ŋ	KokborokRupini	rupi1234	MR	
many:to.be	1198	MANY	kabang	ka baŋ	k a + b a ŋ	KokborokTripura	tipp1239	MR	
marigold..flower	–	–	khumtuk	kʰum tuk	kʰ u m + t u k	KauBruReang	hala1254	MR	
marigold..flower	–	–	khetra	kʰet ra	kʰ e t + r a	KokborokDebbarma	debb1238	MR	
marigold..flower	–	–	sotorobongo	so to ro bo ŋo	s o + t o + r o + b o + ŋ o	KokborokDebbarma	debb1238	MR	
marigold..flower	–	–	sonarwi	so na rɯi	s o + n a + r ɯi	KokborokRupini	rupi1234	MR	
marigold..flower	–	–	khetra	kʰet ra	kʰ e t + r a	KokborokTripura	tipp1239	MR	
mat	195	MAT	dʰara	dʰara	dʰ a + r a	BodoKokrajhar	bodo1269	DG	Again in Assamese it is called dʰari or dʰara. The later one is pronounced based on which part of Assam it is spoken. ঢাৰি
mat	195	MAT	yangkhong	jaŋ kʰoŋ	j a ŋ + kʰ o ŋ	KauBruReang	hala1254	MR	
mat	195	MAT	yangkhong	jaŋ kʰoŋ	j a ŋ + kʰ o ŋ	KokborokDebbarma	debb1238	MR	
mat	195	MAT	lamthai	lam tʰai	l a m + tʰ ai	KokborokDebbarma	debb1238	MR	
mat	195	MAT	chatai	ʧʰa tai	ʧʰ a + t ai	KokborokDebbarma	debb1238	MR	
mat	195	MAT	jamthai	ʧam tʰai	ʧ a m + tʰ ai	KokborokRupini	rupi1234	MR	
mat	195	MAT	jangkhong	ʧaŋ kʰoŋ	ʧ a ŋ + kʰ o ŋ	KokborokRupini	rupi1234	MR	
mat	195	MAT	chatai	ʧʰa tai	ʧʰ a + t ai	KokborokTripura	tipp1239	MR	
match..stick	1133	MATCH	hola	ho la	h o + l a	KauBruReang	hala1254	MR	
match..stick	1133	MATCH	hochwlai	ho ʧʰɯ lai	h o + ʧʰ ɯ + l ai	KokborokDebbarma	debb1238	MR	
match..stick	1133	MATCH	horkok	hor kok	h o r + k o k	KokborokDebbarma	debb1238	MR	
