concept_id	conc_id	conc_name	orthographic	ipa	tokens	language_id	glottocode	collector	comment
tear:to	–	–	chit	ʧʰit	ʧʰ i t	KokborokRupini	rupi1234	MR	
tear..from.eye	–	–	muhtwi	muʔ tɯi	m u ʔ + t ɯi	KauBruReang	hala1254	MR	noun
tear..from.eye	–	–	Muktoi	muk toi	m u k + t oi	KokborokTripura	tipp1239	MR	noun
tell:to	1711	TELL	boha	boha	b o + ʔ a	BodoKokrajhar	bodo1269	DG	First he gave me boha; then changed it tu buŋ but can’t tell the differences
tell:to	1711	TELL	buŋ	buŋ	b u ŋ	BodoKokrajhar	bodo1269	DG	First he gave me boha; then changed it tu buŋ but can’t tell the differences
tell:to	1711	TELL	solobatʰa	solobatʰa	s o + l o + b a + tʰ a	BodoKokrajhar	bodo1269	DG	
tell:to	1711	TELL	kautma sadi	kaut ma sa di	k au t + m a + s a + d i	KauBruReang	hala1254	MR	
tell:to	1711	TELL	sadi	sa di	s a + d i	KauBruReang	hala1254	MR	
tell:to	1711	TELL	koktuma sadi	kok tu ma sa di	k o k + t u + m a + s a + d i	KokborokDebbarma	debb1238	MR	
tell:to	1711	TELL	sadi	sa di	s a + d i	KokborokDebbarma	debb1238	MR	
tell:to	1711	TELL	kaotwma-sadi	kao tɯ ma sa di	k ao + t ɯ + m a + s a + d i	KokborokRupini	rupi1234	MR	
tell:to	1711	TELL	sadi	sa di	s a + d i	KokborokRupini	rupi1234	MR	
tell:to	1711	TELL	karakok samani	ka ra kok sa ma ni	k a + r a + k o k + s a + m a + n i	KokborokTripura	tipp1239	MR	tell-story
tell:to	1711	TELL	kokduma	kok du ma	k o k + d u + m a	KokborokTripura	tipp1239	MR	tell a story
tell:to	1711	TELL	sadi	sa di	s a + d i	KokborokTripura	tipp1239	MR	
tell:to	1711	TELL	sadi	sa di	s a + d i	KokborokTripura	tipp1239	MR	tell-story
testicle	797	TESTICLES	mtchi	m t ʧʰi	m + t + ʧʰ i	KauBruReang	hala1254	MR	
testicle	797	TESTICLES	luitoktui	lui tok tui	l ui + t o k + t ui	KokborokDebbarma	debb1238	MR	
testicle	797	TESTICLES	lwitoktwi	lɯi tok tɯi	l ɯi + t o k + t ɯi	KokborokDebbarma	debb1238	MR	
testicle	797	TESTICLES	lwitaotwi	lɯi tao tɯi	l ɯi + t ao + t ɯi	KokborokRupini	rupi1234	MR	
testicle	797	TESTICLES	rwitaotwi	rɯi tao tɯi	r ɯi + t ao + t ɯi	KokborokRupini	rupi1234	MR	
testicle	797	TESTICLES	Lwitoktoi	lɯi tok toi	l ɯi + t o k + t oi	KokborokTripura	tipp1239	MR	
that...dist.dem	4	THAT	uba	u ba	u + b a	KauBruReang	hala1254	MR	
that...dist.dem	4	THAT	ubo	u bo	u + b o	KokborokDebbarma	debb1238	MR	
that...dist.dem	4	THAT	akobw	a ko bɯ	a + k o + b ɯ	KokborokRupini	rupi1234	MR	
that...dist.dem	4	THAT	ukobw	u ko bɯ	u + k o + b ɯ	KokborokRupini	rupi1234	MR	
that...dist.dem	4	THAT	ubo	u bo	u + b o	KokborokTripura	tipp1239	MR	
thick..of.material:to.be	1244	THICK	rwja	rɯ ʧa	r ɯ + ʧ a	KauBruReang	hala1254	MR	
thick..of.material:to.be	1244	THICK	rwja	rɯ ʧa	r ɯ + ʧ a	KokborokDebbarma	debb1238	MR	
thick..of.material:to.be	1244	THICK	rwja	rɯ ʧa	r ɯ + ʧ a	KokborokRupini	rupi1234	MR	
thick..of.material:to.be	1244	THICK	rwja	rɯ ʧa	r ɯ + ʧ a	KokborokTripura	tipp1239	MR	
thin..not.thick:to.be	2306	THIN (OF LEAF AND CLOTH)	rantʰeŋ	rantʰeŋ	r a n + tʰ e ŋ	BodoKokrajhar	bodo1269	DG	
thin..not.thick:to.be	2306	THIN (OF LEAF AND CLOTH)	base	ba se	b a + s e	KauBruReang	hala1254	MR	
thin..not.thick:to.be	2306	THIN (OF LEAF AND CLOTH)	patwla	pa tɯ la	p a + t ɯ + l a	KokborokDebbarma	debb1238	MR	
thin..not.thick:to.be	2306	THIN (OF LEAF AND CLOTH)	patla	pat la	p a t + l a	KokborokDebbarma	debb1238	MR	
thin..not.thick:to.be	2306	THIN (OF LEAF AND CLOTH)	patla	pat la	p a t + l a	KokborokRupini	rupi1234	MR	
thin..not.thick:to.be	2306	THIN (OF LEAF AND CLOTH)	patra	pat ra	p a t + r a	KokborokRupini	rupi1234	MR	
thin..not.thick:to.be	2306	THIN (OF LEAF AND CLOTH)	patla	pat la	p a t + l a	KokborokTripura	tipp1239	MR	
think:to	2271	THINK	chung	ʧʰuŋ	ʧʰ u ŋ	KauBruReang	hala1254	MR	
think:to	2271	THINK	wansuk	wan suk	w a n + s u k	KokborokDebbarma	debb1238	MR	
think:to	2271	THINK	wansok	wan sok	w a n + s o k	KokborokRupini	rupi1234	MR	
think:to	2271	THINK	chang	ʧʰaŋ	ʧʰ a ŋ	KokborokTripura	tipp1239	MR	
thirsty:to.be	3474	BE THIRSTY	kang	kaŋ	k a ŋ	KauBruReang	hala1254	MR	
thirsty:to.be	3474	BE THIRSTY	kang	kaŋ	k a ŋ	KokborokDebbarma	debb1238	MR	
thirsty:to.be	3474	BE THIRSTY	kang	kaŋ	k a ŋ	KokborokRupini	rupi1234	MR	
thirsty:to.be	3474	BE THIRSTY	kang	kaŋ	k a ŋ	KokborokTripura	tipp1239	MR	
this...prox.dem	1214	THIS	bo	bo	b o	KauBruReang	hala1254	MR	
this...prox.dem	1214	THIS	obo	o bo	o + b o	KokborokDebbarma	debb1238	MR	
this...prox.dem	1214	THIS	kobw	ko bɯ	k o + b ɯ	KokborokRupini	rupi1234	MR	
this...prox.dem	1214	THIS	awbu	aɯ bu	aɯ + b u	KokborokTripura	tipp1239	MR	
thorn	124	THORN	suʔ	suʔ	s u ʔ	BodoKokrajhar	bodo1269	DG	
thorn	124	THORN	msi	m si	m + s i	KauBruReang	hala1254	MR	
thorn	124	THORN	busu	bu su	b u + s u	KokborokDebbarma	debb1238	MR	
thorn	124	THORN	busu	bu su	b u + s u	KokborokRupini	rupi1234	MR	
thorn	124	THORN	bushu	bu ʃu	b u + ʃ u	KokborokTripura	tipp1239	MR	
thread..string	1161	THREAD	diruŋ	diruŋ	d i + r u ŋ	BodoKokrajhar	bodo1269	DG	
thread..string	1161	THREAD	ktung	k tuŋ	k + t u ŋ	KauBruReang	hala1254	MR	
thread..string	1161	THREAD	khutung	kʰu tuŋ	kʰ u + t u ŋ	KokborokDebbarma	debb1238	MR	
thread..string	1161	THREAD	khutwng	kʰu tɯŋ	kʰ u + t ɯ ŋ	KokborokDebbarma	debb1238	MR	
thread..string	1161	THREAD	khurtwng	kʰur tɯŋ	kʰ u r + t ɯ ŋ	KokborokRupini	rupi1234	MR	
thread..string	1161	THREAD	khwdwng	kʰɯ dɯŋ	kʰ ɯ + d ɯ ŋ	KokborokTripura	tipp1239	MR	
throat	1346	THROAT	totra	tot ra	t o t + r a	KauBruReang	hala1254	MR	
throat	1346	THROAT	totra	to t ra	t o + t + r a	KokborokDebbarma	debb1238	MR	
throat	1346	THROAT	totura	to tu ra	t o + t u + r a	KokborokDebbarma	debb1238	MR	
throat	1346	THROAT	totra	to t ra	t o + t + r a	KokborokRupini	rupi1234	MR	
throat	1346	THROAT	totwra	to tɯ ra	t o + t ɯ + r a	KokborokRupini	rupi1234	MR	
throat	1346	THROAT	twtara	tɯ ta ra	t ɯ + t a + r a	KokborokTripura	tipp1239	MR	
throw:to	1456	THROW	khoithaih	kʰoi tʰaiʔ	kʰ oi + tʰ ai ʔ	KauBruReang	hala1254	MR	
throw:to	1456	THROW	khibi	kʰi bi	kʰ i + b i	KokborokDebbarma	debb1238	MR	
throw:to	1456	THROW	khibidi	kʰi bi di	kʰ i + b i + d i	KokborokDebbarma	debb1238	MR	
throw:to	1456	THROW	khwbwi	kʰɯ bɯi	kʰ ɯ + b ɯi	KokborokRupini	rupi1234	MR	
throw:to	1456	THROW	khwbwidi	kʰɯ bɯi di	kʰ ɯ + b ɯi + d i	KokborokRupini	rupi1234	MR	
throw:to	1456	THROW	kakmung	kak muŋ	k a k + m u ŋ	KokborokTripura	tipp1239	MR	
thunder	1150	THUNDER	phrain	pʰ rain	pʰ + r ai n	KauBruReang	hala1254	MR	
thunder	1150	THUNDER	pherang	pʰe raŋ	pʰ e + r a ŋ	KokborokDebbarma	debb1238	MR	
thunder	1150	THUNDER	phirang	pʰi raŋ	pʰ i + r a ŋ	KokborokRupini	rupi1234	MR	
thunder	1150	THUNDER	makal kakmung	ma kal kak muŋ	m a + k a l + k a k + m u ŋ	KokborokTripura	tipp1239	MR	
tie:to	1917	TIE	kʰanai	kʰanai	kʰ a + n ai	BodoKokrajhar	bodo1269	DG	
tie:to	1917	TIE	kha	kʰa	kʰ a	KauBruReang	hala1254	MR	
tie:to	1917	TIE	kha	kʰa	kʰ a	KokborokDebbarma	debb1238	MR	
tie:to	1917	TIE	kha	kʰa	kʰ a	KokborokRupini	rupi1234	MR	
tie:to	1917	TIE	khao	kʰao	kʰ ao	KokborokTripura	tipp1239	MR	
tiger	846	TIGER	lokʰra	lokʰra	l o + kʰ r a	BodoKokrajhar	bodo1269	DG	
tiger	846	TIGER	msa	m sa	m + s a	KauBruReang	hala1254	MR	
tiger	846	TIGER	musa	mu sa	m u + s a	KokborokDebbarma	debb1238	MR	
tiger	846	TIGER	mwsa	mɯ sa	m ɯ + s a	KokborokDebbarma	debb1238	MR	
tiger	846	TIGER	mwsa	mɯ sa	m ɯ + s a	KokborokRupini	rupi1234	MR	
tiger	846	TIGER	masa	ma sa	m a + s a	KokborokTripura	tipp1239	MR	
tight..of.rope:to.be	3053	TIGHT	kchaih	k ʧʰaiʔ	k + ʧʰ ai ʔ	KauBruReang	hala1254	MR	
tight..of.rope:to.be	3053	TIGHT	chwrab	ʧʰɯ rab	ʧʰ ɯ + r a b	KokborokDebbarma	debb1238	MR	
tight..of.rope:to.be	3053	TIGHT	chwrab	ʧʰɯ rab	ʧʰ ɯ + r a b	KokborokRupini	rupi1234	MR	
tight..of.rope:to.be	3053	TIGHT	karak	ka rak	k a + r a k	KokborokTripura	tipp1239	MR	
tired..fatigued:to.be	1757	TIRED	ling	liŋ	l i ŋ	KauBruReang	hala1254	MR	
tired..fatigued:to.be	1757	TIRED	leng	leŋ	l e ŋ	KokborokDebbarma	debb1238	MR	
tired..fatigued:to.be	1757	TIRED	leng	leŋ	l e ŋ	KokborokRupini	rupi1234	MR	
tired..fatigued:to.be	1757	TIRED	reng	reŋ	r e ŋ	KokborokRupini	rupi1234	MR	
tired..fatigued:to.be	1757	TIRED	lang	laŋ	l a ŋ	KokborokTripura	tipp1239	MR	
tobacco	974	TOBACCO	duma	du ma	d u + m a	KauBruReang	hala1254	MR	
tobacco	974	TOBACCO	duma	du ma	d u + m a	KokborokTripura	tipp1239	MR	
today	1283	TODAY	dzinɔi	dzinɔi	dz i + n ɔi	BodoKokrajhar	bodo1269	DG	
today	1283	TODAY	tini	ti ni	t i + n i	KauBruReang	hala1254	MR	
today	1283	TODAY	tini	ti ni	t i + n i	KokborokDebbarma	debb1238	MR	
today	1283	TODAY	tini	ti ni	t i + n i	KokborokRupini	rupi1234	MR	
today	1283	TODAY	tini	ti ni	t i + n i	KokborokTripura	tipp1239	MR	
toe	1389	TOE	yakung yausoi	ja kuŋ jau soi	j a + k u ŋ + j au + s oi	KauBruReang	hala1254	MR	
toe	1389	TOE	yathor	ja tʰor	j a + tʰ o r	KokborokDebbarma	debb1238	MR	
toe	1389	TOE	jathod	ʧa tʰod	ʧ a + tʰ o d	KokborokRupini	rupi1234	MR	
toe	1389	TOE	yathui bathai	ja tʰui ba tʰai	j a + tʰ ui + b a + tʰ ai	KokborokTripura	tipp1239	MR	
tomorrow	1329	TOMORROW	ɡabən	ɡabən	ɡ a + b ə n	BodoKokrajhar	bodo1269	DG	
tomorrow	1329	TOMORROW	khnaih	kʰ naiʔ	kʰ + n ai ʔ	KauBruReang	hala1254	MR	
tomorrow	1329	TOMORROW	khwna	kʰɯ na	kʰ ɯ + n a	KokborokDebbarma	debb1238	MR	
tomorrow	1329	TOMORROW	khwnab	kʰɯ nab	kʰ ɯ + n a b	KokborokRupini	rupi1234	MR	
tomorrow	1329	TOMORROW	khanaf	kʰa naf	kʰ a + n a f	KokborokTripura	tipp1239	MR	
tongs..general	272	TONGS	yakheh	ja kʰeʔ	j a + kʰ e ʔ	KauBruReang	hala1254	MR	
tongs..general	272	TONGS	yakheb	ja kʰeb	j a + kʰ e b	KokborokDebbarma	debb1238	MR	
tongs..general	272	TONGS	jakheb	ʧa kʰeb	ʧ a + kʰ e b	KokborokRupini	rupi1234	MR	
tongs..general	272	TONGS	khuchuimani	kʰu ʧʰui ma ni	kʰ u + ʧʰ ui + m a + n i	KokborokTripura	tipp1239	MR	
tongue	1205	TONGUE	salai	salai	s a + l ai	BodoKokrajhar	bodo1269	DG	
tongue	1205	TONGUE	slai	s lai	s + l ai	KauBruReang	hala1254	MR	
tongue	1205	TONGUE	bwslai	bɯ s lai	b ɯ + s + l ai	KokborokDebbarma	debb1238	MR	
tongue	1205	TONGUE	bwswlai	bɯ sɯ lai	b ɯ + s ɯ + l ai	KokborokDebbarma	debb1238	MR	
tongue	1205	TONGUE	bwswlai	bɯ sɯ lai	b ɯ + s ɯ + l ai	KokborokRupini	rupi1234	MR	
tongue	1205	TONGUE	bwswrai	bɯ sɯ rai	b ɯ + s ɯ + r ai	KokborokRupini	rupi1234	MR	
tongue	1205	TONGUE	salai	sa lai	s a + l ai	KokborokTripura	tipp1239	MR	
tooth	1380	TOOTH	hatʰai	hatʰai	ʔ a + tʰ ai	BodoKokrajhar	bodo1269	DG	
tooth	1380	TOOTH	bua	bua	b ua	KauBruReang	hala1254	MR	
tooth	1380	TOOTH	buwa	buɯa	b uɯ a	KokborokDebbarma	debb1238	MR	
tooth	1380	TOOTH	buwa	buɯa	b uɯ a	KokborokRupini	rupi1234	MR	
tooth	1380	TOOTH	bowa	boɯa	b oɯ a	KokborokTripura	tipp1239	MR	
trap..snare	3320	SNARE (TRAP)	kol	kol	k o l	KokborokDebbarma	debb1238	MR	
trap..snare	3320	SNARE (TRAP)	siching	si ʧʰiŋ	s i + ʧʰ i ŋ	KokborokDebbarma	debb1238	MR	
trap..snare	3320	SNARE (TRAP)	du	du	d u	KokborokRupini	rupi1234	MR	
trap..snare	3320	SNARE (TRAP)	khui	kʰui	kʰ ui	KokborokTripura	tipp1239	MR	
tree	906	TREE	bipʰaŋ	bipʰaŋ	b i + pʰ a ŋ	BodoKokrajhar	bodo1269	DG	
tree	906	TREE	mphang	m pʰaŋ	m + pʰ a ŋ	KauBruReang	hala1254	MR	
tree	906	TREE	buphang	bu pʰaŋ	b u + pʰ a ŋ	KokborokDebbarma	debb1238	MR	
tree	906	TREE	borphang	bor pʰaŋ	b o r + pʰ a ŋ	KokborokRupini	rupi1234	MR	
tree	906	TREE	bafang	ba faŋ	b a + f a ŋ	KokborokTripura	tipp1239	MR	
tree::bark	1204	BARK	dɔŋpʰaŋ biɡur	dɔŋpʰaŋ biɡur	d ɔ ŋ + pʰ a ŋ + b i + ɡ u r	BodoKokrajhar	bodo1269	DG	
tree::bark	1204	BARK	mphang mkou	m pʰaŋ m kou	m + pʰ a ŋ + m + k ou	KauBruReang	hala1254	MR	
tree::bark	1204	BARK	bafang bukur	ba faŋ bu kur	b a + f a ŋ + b u + k u r	KokborokTripura	tipp1239	MR	
tree.:branch	1531	BRANCH	dalai	dalai	d a + l ai	BodoKokrajhar	bodo1269	DG	
tree.:branch	1531	BRANCH	bukcho	buk ʧʰo	b u k + ʧʰ o	KauBruReang	hala1254	MR	
tree.:branch	1531	BRANCH	bedek	be dek	b e + d e k	KokborokDebbarma	debb1238	MR	
tree.:branch	1531	BRANCH	bedek	be dek	b e + d e k	KokborokRupini	rupi1234	MR	
tree.:branch	1531	BRANCH	bedek	be dek	b e + d e k	KokborokTripura	tipp1239	MR	
trousers	809	TROUSERS	paklong	pak loŋ	p a k + l o ŋ	KauBruReang	hala1254	MR	
trousers	809	TROUSERS	sut	sut	s u t	KokborokDebbarma	debb1238	MR	
trousers	809	TROUSERS	sut	sut	s u t	KokborokRupini	rupi1234	MR	
trousers	809	TROUSERS	khanthai	kʰan tʰai	kʰ a n + tʰ ai	KokborokTripura	tipp1239	MR	
true:to.be	1657	TRUE	kubui	ku bui	k u + b ui	KokborokDebbarma	debb1238	MR	TRUE
true:to.be	1657	TRUE	kwbwi	kɯ bɯi	k ɯ + b ɯi	KokborokRupini	rupi1234	MR	TRUE
true:to.be	1657	TRUE	kaboi	ka boi	k a + b oi	KokborokTripura	tipp1239	MR	
turmeric	2842	TURMERIC	kormow	kor moɯ	k o r + m oɯ	KauBruReang	hala1254	MR	
turmeric	2842	TURMERIC	sutui	su tui	s u + t ui	KokborokDebbarma	debb1238	MR	
turmeric	2842	TURMERIC	swtwi	sɯ tɯi	s ɯ + t ɯi	KokborokDebbarma	debb1238	MR	
turmeric	2842	TURMERIC	swrtwi	sɯr tɯi	s ɯ r + t ɯi	KokborokRupini	rupi1234	MR	
turmeric	2842	TURMERIC	sudui	su dui	s u + d ui	KokborokTripura	tipp1239	MR	
turtle..tortoise	112	TURTLE	kerang	ke raŋ	k e + r a ŋ	KauBruReang	hala1254	MR	
turtle..tortoise	112	TURTLE	muihamjuk	mui ham ʧuk	m ui + h a m + ʧ u k	KokborokDebbarma	debb1238	MR	
turtle..tortoise	112	TURTLE	kerang	ke raŋ	k e + r a ŋ	KokborokRupini	rupi1234	MR	
turtle..tortoise	112	TURTLE	moihamjak	moi ham ʧak	m oi + h a m + ʧ a k	KokborokTripura	tipp1239	MR	
unbroken:to.be	–	–	baiya	bai ja	b ai + j a	KauBruReang	hala1254	MR	
unbroken:to.be	–	–	baiya	bai ja	b ai + j a	KokborokDebbarma	debb1238	MR	
unbroken:to.be	–	–	baiya	bai ja	b ai + j a	KokborokRupini	rupi1234	MR	
unbroken:to.be	–	–	baijakya	bai ʧa kja	b ai + ʧ a + k j a	KokborokTripura	tipp1239	MR	
unbroken:to.be	–	–	swbaijakya	sɯ bai ʧa kja	s ɯ + b ai + ʧ a + k j a	KokborokTripura	tipp1239	MR	
understand:to	–	–	mcheha	m ʧʰe ha	m + ʧʰ e + h a	KauBruReang	hala1254	MR	
understand:to	–	–	buji	bu ʧi	b u + ʧ i	KokborokDebbarma	debb1238	MR	
understand:to	–	–	buche	bu ʧʰe	b u + ʧʰ e	KokborokRupini	rupi1234	MR	
understand:to	–	–	siyoma- bujima	si jo ma bu ʧi ma	s i + j o + m a + b u + ʧ i + m a	KokborokTripura	tipp1239	MR	
unripe:to.be	1958	UNRIPE	kthung	k tʰuŋ	k + tʰ u ŋ	KauBruReang	hala1254	MR	
unripe:to.be	1958	UNRIPE	kthwng	k tʰɯŋ	k + tʰ ɯ ŋ	KauBruReang	hala1254	MR	
unripe:to.be	1958	UNRIPE	kuthung	ku tʰuŋ	k u + tʰ u ŋ	KokborokDebbarma	debb1238	MR	
unripe:to.be	1958	UNRIPE	kwthwng	kɯ tʰɯŋ	k ɯ + tʰ ɯ ŋ	KokborokDebbarma	debb1238	MR	
unripe:to.be	1958	UNRIPE	kwthwng	kɯ tʰɯŋ	k ɯ + tʰ ɯ ŋ	KokborokRupini	rupi1234	MR	
unripe:to.be	1958	UNRIPE	awngsakya	aɯŋ sak ja	aɯ ŋ + s a k + j a	KokborokTripura	tipp1239	MR	
unripe:to.be	1958	UNRIPE	kwtung	kɯ tuŋ	k ɯ + t u ŋ	KokborokTripura	tipp1239	MR	
urine	1142	URINE	stwi	s tɯi	s + t ɯi	KauBruReang	hala1254	MR	
urine	1142	URINE	stwiyo	s tɯi jo	s + t ɯi + j o	KauBruReang	hala1254	MR	
urine	1142	URINE	sutui-o	sutui-o	s u t ui - o	KokborokDebbarma	debb1238	MR	
urine	1142	URINE	sutui/swtwi	sutui/sɯtɯi	s u t ui / s ɯ t ɯi	KokborokDebbarma	debb1238	MR	
urine	1142	URINE	swtwi	sɯ tɯi	s ɯ + t ɯi	KokborokRupini	rupi1234	MR	
urine	1142	URINE	swtwi-yw	sɯ tɯi jɯ	s ɯ + t ɯi + j ɯ	KokborokRupini	rupi1234	MR	
urine	1142	URINE	sutoi	su toi	s u + t oi	KokborokTripura	tipp1239	MR	
urine	1142	URINE	sutoi mani	su toi ma ni	s u + t oi + m a + n i	KokborokTripura	tipp1239	MR	
vagina	1836	VAGINA	sipak	si pak	s i + p a k	KokborokTripura	tipp1239	MR	
valley	921	VALLEY	lunga	lu ŋa	l u + ŋ a	KauBruReang	hala1254	MR	
valley	921	VALLEY	harung	ha ruŋ	h a + r u ŋ	KokborokDebbarma	debb1238	MR	
valley	921	VALLEY	harung	ha ruŋ	h a + r u ŋ	KokborokRupini	rupi1234	MR	
venom	–	–	bish	biʃ	b i ʃ	KokborokTripura	tipp1239	MR	
village	930	VILLAGE	ɡami	ɡami	ɡ a + m i	BodoKokrajhar	bodo1269	DG	earth + tail maybe? muishaung has something like this
village	930	VILLAGE	kami	ka mi	k a + m i	KauBruReang	hala1254	MR	
village	930	VILLAGE	para	pa ra	p a + r a	KauBruReang	hala1254	MR	
village	930	VILLAGE	kami	ka mi	k a + m i	KokborokDebbarma	debb1238	MR	
village	930	VILLAGE	kami	ka mi	k a + m i	KokborokRupini	rupi1234	MR	
village	930	VILLAGE	kami	ka mi	k a + m i	KokborokTripura	tipp1239	MR	
vine..creeper	343	VINE	kalabnai balai	ka lab nai ba lai	k a + l a b + n ai + b a + l ai	KokborokTripura	tipp1239	MR	
vomit:to	1278	VOMIT	ɡubanai	ɡubanai	ɡ u + b a + n ai	BodoKokrajhar	bodo1269	DG	
vomit:to	1278	VOMIT	gba	g ba	g + b a	KauBruReang	hala1254	MR	
vomit:to	1278	VOMIT	kuba	ku ba	k u + b a	KokborokDebbarma	debb1238	MR	
vomit:to	1278	VOMIT	kwba	kɯ ba	k ɯ + b a	KokborokDebbarma	debb1238	MR	
vomit:to	1278	VOMIT	kwba	kɯ ba	k ɯ + b a	KokborokRupini	rupi1234	MR	
vomit:to	1278	VOMIT	kaba	ka ba	k a + b a	KokborokTripura	tipp1239	MR	
vulture	1185	VULTURE	sokharu	so kʰa ru	s o + kʰ a + r u	KauBruReang	hala1254	MR	
vulture	1185	VULTURE	sikuruk	si ku ruk	s i + k u + r u k	KokborokDebbarma	debb1238	MR	
vulture	1185	VULTURE	sekharu	se kʰa ru	s e + kʰ a + r u	KokborokRupini	rupi1234	MR	
vulture	1185	VULTURE	sakun	sa kun	s a + k u n	KokborokTripura	tipp1239	MR	
waist	1681	WAIST	mchang	m ʧʰaŋ	m + ʧʰ a ŋ	KauBruReang	hala1254	MR	
waist	1681	WAIST	bichaŋ	bi ʧʰaŋ	b i + ʧʰ a ŋ	KokborokDebbarma	debb1238	MR	
waist	1681	WAIST	buchaŋ	bu ʧʰaŋ	b u + ʧʰ a ŋ	KokborokDebbarma	debb1238	MR	
waist	1681	WAIST	bwchaŋ	bɯ ʧʰaŋ	b ɯ + ʧʰ a ŋ	KokborokDebbarma	debb1238	MR	
waist	1681	WAIST	bwchaŋ	bɯ ʧʰaŋ	b ɯ + ʧʰ a ŋ	KokborokRupini	rupi1234	MR	
waist	1681	WAIST	bachang	ba ʧʰaŋ	b a + ʧʰ a ŋ	KokborokTripura	tipp1239	MR	
wait:to	1590	WAIT (FOR)	naising	nai siŋ	n ai + s i ŋ	KauBruReang	hala1254	MR	
wait:to	1590	WAIT (FOR)	naising	nai siŋ	n ai + s i ŋ	KokborokDebbarma	debb1238	MR	
wait:to	1590	WAIT (FOR)	naising	nai siŋ	n ai + s i ŋ	KokborokRupini	rupi1234	MR	
wait:to	1590	WAIT (FOR)	naising	nai siŋ	n ai + s i ŋ	KokborokTripura	tipp1239	MR	
walk:to	1443	WALK	hing	hiŋ	h i ŋ	KauBruReang	hala1254	MR	
walk:to	1443	WALK	him	him	h i m	KokborokDebbarma	debb1238	MR	
walk:to	1443	WALK	him	him	h i m	KokborokRupini	rupi1234	MR	
walk:to	1443	WALK	ham	ham	h a m	KokborokTripura	tipp1239	MR	
wall	3830	WALL	yanchi	jan ʧʰi	j a n + ʧʰ i	KauBruReang	hala1254	MR	
wall	3830	WALL	dewal	de wal	d e + w a l	KokborokDebbarma	debb1238	MR	
wall	3830	WALL	dewar	de war	d e + w a r	KokborokRupini	rupi1234	MR	
wall	3830	WALL	deywal	dej wal	d e j + w a l	KokborokTripura	tipp1239	MR	
warm:to.be	1232	WARM	ɡuduŋ	ɡuduŋ	ɡ u + d u ŋ	BodoKokrajhar	bodo1269	DG	
warm:to.be	1232	WARM	ktung	k tuŋ	k + t u ŋ	KauBruReang	hala1254	MR	
warm:to.be	1232	WARM	ktungluh	k tuŋ luʔ	k + t u ŋ + l u ʔ	KauBruReang	hala1254	MR	
warm:to.be	1232	WARM	kutung	ku tuŋ	k u + t u ŋ	KokborokDebbarma	debb1238	MR	
warm:to.be	1232	WARM	tungluluk	tuŋ lu luk	t u ŋ + l u + l u k	KokborokDebbarma	debb1238	MR	
warm:to.be	1232	WARM	kutung	ku tuŋ	k u + t u ŋ	KokborokRupini	rupi1234	MR	
warm:to.be	1232	WARM	tunglwlwk	tuŋ lɯ lɯk	t u ŋ + l ɯ + l ɯ k	KokborokRupini	rupi1234	MR	
warm:to.be	1232	WARM	kutung	ku tuŋ	k u + t u ŋ	KokborokTripura	tipp1239	MR	
warm:to.be	1232	WARM	twi kutug	tɯi ku tug	t ɯi + k u + t u g	KokborokTripura	tipp1239	MR	
wash.:bathe:to	138	BATHE	twiku	tɯi ku	t ɯi + k u	KauBruReang	hala1254	MR	
wash.:bathe:to	138	BATHE	ku	ku	k u	KokborokTripura	tipp1239	MR	
wash..general:to	1453	WASH	duɡɯinai	duɡɯinai	d u + ɡ ɯi + n ai	BodoKokrajhar	bodo1269	DG	
wash..general:to	1453	WASH	dzisunai	sunai; dzisunai	dz i + s u + n ai	BodoKokrajhar	bodo1269	DG	
wash..general:to	1453	WASH	sunai	sunai; dzisunai	s u + n ai	BodoKokrajhar	bodo1269	DG	
wash..general:to	1453	WASH	su	su	s u	KauBruReang	hala1254	MR	
wash..general:to	1453	WASH	su	su	s u	KokborokDebbarma	debb1238	MR	
wash..general:to	1453	WASH	tuku	tu ku	t u + k u	KokborokDebbarma	debb1238	MR	
wash..general:to	1453	WASH	su	su	s u	KokborokRupini	rupi1234	MR	
wash..general:to	1453	WASH	twiku	tɯi ku	t ɯi + k u	KokborokRupini	rupi1234	MR	
wash..general:to	1453	WASH	su	su	s u	KokborokTripura	tipp1239	MR	
water	948	WATER	dəi	dəi	d əi	BodoKokrajhar	bodo1269	DG	
water	948	WATER	twi	tɯi	t ɯi	KauBruReang	hala1254	MR	
water	948	WATER	tui/twi	tui	t ui	KokborokDebbarma	debb1238	MR	
water	948	WATER	tui/twi	tɯi	t ɯi	KokborokDebbarma	debb1238	MR	
water	948	WATER	twi	tɯi	t ɯi	KokborokRupini	rupi1234	MR	
water	948	WATER	twi	tɯi	t ɯi	KokborokTripura	tipp1239	MR	
water.container	–	–	lentih	len tiʔ	l e n + t i ʔ	KauBruReang	hala1254	MR	
water.container	–	–	gola	go la	g o + l a	KokborokDebbarma	debb1238	MR	
water.container	–	–	bangtwk	baŋ tɯk	b a ŋ + t ɯ k	KokborokRupini	rupi1234	MR	
water.container	–	–	kora	ko ra	k o + r a	KokborokRupini	rupi1234	MR	
water.container	–	–	twi tanmung	tɯi tan muŋ	t ɯi + t a n + m u ŋ	KokborokTripura	tipp1239	MR	
